,Voltage,Raw
1138,0.139,8f1aa1
1139,0.14,8e147c
1140,0.141,8d916a
1141,0.142,8d916a
1142,0.14300000000000002,8d4fe1
1143,0.14400000000000002,8c8b45
1144,0.145,8c49bc
1145,0.146,8c8b45
1146,0.147,8bc6a9
1147,0.14800000000000002,8b020e
1148,0.149,8bc6a9
1149,0.15,8b020e
1150,0.151,8a7efb
1151,0.152,8ac084
1152,0.153,8a7efb
1153,0.154,89374d
1154,0.155,8978d6
1155,0.156,8978d6
1156,0.157,88f5c4
1157,0.158,8872b2
1158,0.159,89374d
1159,0.16,8872b2
1160,0.161,87ef9f
1161,0.162,883128
1162,0.163,883128
1163,0.16399999999999998,872b03
1164,0.165,876c8d
1165,0.166,876c8d
1166,0.16699999999999998,86a7f1
1167,0.168,86a7f1
1168,0.16899999999999998,872b03
1169,0.17,86a7f1
1170,0.171,8624df
1171,0.172,866668
1172,0.17300000000000001,866668
1173,0.174,85a1cc
1174,0.175,85e355
1175,0.17600000000000002,85e355
1176,0.177,856043
1177,0.17800000000000002,851eba
1178,0.179,85e355
1179,0.18,851eba
1180,0.18100000000000002,851eba
1181,0.182,851eba
1182,0.183,851eba
1183,0.184,845a1e
1184,0.185,845a1e
1185,0.18600000000000003,849ba7
1186,0.187,845a1e
1187,0.188,83d70c
1188,0.18899999999999997,84dd31
1189,0.19,845a1e
1190,0.191,841895
1191,0.192,841895
1192,0.193,841895
1193,0.19399999999999998,839582
1194,0.195,83d70c
1195,0.196,83d70c
1196,0.19699999999999998,839582
1197,0.198,8353f9
1198,0.19899999999999998,841895
1199,0.2,839582
1200,0.201,8353f9
1201,0.20199999999999999,839582
1202,0.203,83d70c
1203,0.204,82d0e7
1204,0.205,831270
1205,0.20600000000000002,8353f9
1206,0.207,831270
1207,0.20800000000000002,831270
1208,0.209,83d70c
1209,0.21,8353f9
1210,0.21100000000000002,831270
1211,0.212,8353f9
1212,0.213,839582
1213,0.214,82d0e7
1214,0.215,8353f9
1215,0.21600000000000003,83d70c
1216,0.217,831270
1217,0.218,831270
1218,0.21899999999999997,83d70c
1219,0.22,8353f9
1220,0.221,8353f9
1221,0.222,839582
1222,0.223,83d70c
1223,0.22399999999999998,831270
1224,0.225,8353f9
1225,0.226,83d70c
1226,0.22699999999999998,8353f9
1227,0.228,831270
1228,0.22899999999999998,841895
1229,0.23,839582
1230,0.231,8353f9
1231,0.23199999999999998,83d70c
1232,0.233,83d70c
1233,0.23399999999999999,8353f9
1234,0.235,83d70c
1235,0.23600000000000002,83d70c
1236,0.237,839582
1237,0.23800000000000002,8353f9
1238,0.239,845a1e
1239,0.24,83d70c
1240,0.24100000000000002,839582
1241,0.242,841895
1242,0.243,841895
1243,0.244,831270
1244,0.245,83d70c
1245,0.24600000000000002,841895
1246,0.247,83d70c
1247,0.248,83d70c
1248,0.249,849ba7
1249,0.25,841895
1250,0.251,841895
1251,0.252,845a1e
1252,0.253,849ba7
1253,0.254,83d70c
1254,0.255,845a1e
1255,0.256,845a1e
1256,0.257,83d70c
1257,0.258,841895
1258,0.259,84dd31
1259,0.26,845a1e
1260,0.261,849ba7
1261,0.262,849ba7
1262,0.263,84dd31
1263,0.264,845a1e
1264,0.265,849ba7
1265,0.266,851eba
1266,0.267,849ba7
1267,0.268,849ba7
1268,0.26899999999999996,856043
1269,0.27,849ba7
1270,0.271,849ba7
1271,0.272,851eba
1272,0.273,856043
1273,0.27399999999999997,84dd31
1274,0.275,851eba
1275,0.276,856043
1276,0.27699999999999997,851eba
1277,0.278,84dd31
1278,0.27899999999999997,85e355
1279,0.28,856043
1280,0.281,856043
1281,0.282,85a1cc
1282,0.28300000000000003,85e355
1283,0.284,856043
1284,0.285,85e355
1285,0.28600000000000003,8624df
1286,0.287,85a1cc
1287,0.28800000000000003,85a1cc
1288,0.289,866668
1289,0.29,8624df
1290,0.29100000000000004,8624df
1291,0.292,866668
1292,0.293,86a7f1
1293,0.294,85e355
1294,0.295,8624df
1295,0.29600000000000004,86a7f1
1296,0.297,85e355
1297,0.298,8624df
1298,0.299,86e97a
