Voltage,Current
0.201,-1.4299996411799957e-06
0.202,-2.3599996995925547e-06
0.203,-2.9499999225139525e-06
0.204,-3.379999802112556e-06
0.205,-3.639999465942319e-06
0.206,-3.8099996817111586e-06
0.207,-3.9399998116493005e-06
0.208,-4.0399997282027875e-06
0.209,-4.089999686479531e-06
0.21,-4.14999951720232e-06
0.211,-4.209999943971627e-06
0.212,-4.229999688863717e-06
0.213,-4.249999433755807e-06
0.214,-4.309999860525115e-06
0.215,-4.319999732971159e-06
0.21600000000000005,-4.329999605417205e-06
0.217,-4.369999691247903e-06
0.218,-4.389999436139993e-06
0.219,-4.369999691247903e-06
0.22,-4.409999777078603e-06
0.221,-4.419999649524647e-06
0.222,-4.4299995219706915e-06
0.223,-4.4299995219706915e-06
0.224,-4.469999607801391e-06
0.225,-4.469999607801391e-06
0.226,-4.459999735355346e-06
0.227,-4.489999948739999e-06
0.228,-4.5099996936320895e-06
0.229,-4.479999480247435e-06
0.23,-4.5099996936320895e-06
0.231,-4.519999566078135e-06
0.232,-4.5099996936320895e-06
0.233,-4.519999566078135e-06
0.234,-4.549999779462788e-06
0.235,-4.549999779462788e-06
0.236,-4.539999907016743e-06
0.237,-4.559999651908833e-06
0.238,-4.569999524354878e-06
0.239,-4.549999779462788e-06
0.24,-4.559999651908833e-06
0.241,-4.579999992847442e-06
0.242,-4.569999524354878e-06
0.243,-4.569999524354878e-06
0.244,-4.609999610185577e-06
0.245,-4.589999865293487e-06
0.246,-4.579999992847442e-06
0.247,-4.599999737739531e-06
0.248,-4.609999610185577e-06
0.249,-4.589999865293487e-06
0.25,-4.609999610185577e-06
0.251,-4.619999482631622e-06
0.252,-4.609999610185577e-06
0.253,-4.599999737739531e-06
0.254,-4.629999951124185e-06
0.255,-4.619999482631622e-06
0.256,-4.609999610185577e-06
0.257,-4.6399998235702306e-06
0.258,-4.6399998235702306e-06
0.259,-4.609999610185577e-06
0.26,-4.629999951124185e-06
0.261,-4.629999951124185e-06
0.262,-4.629999951124185e-06
0.263,-4.619999482631622e-06
0.264,-4.6399998235702306e-06
0.265,-4.6399998235702306e-06
0.266,-4.619999482631622e-06
0.267,-4.6399998235702306e-06
0.268,-4.649999696016275e-06
0.269,-4.619999482631622e-06
0.27,-4.6399998235702306e-06
0.271,-4.6399998235702306e-06
0.272,-4.629999951124185e-06
0.273,-4.619999482631622e-06
0.274,-4.649999696016275e-06
0.275,-4.6399998235702306e-06
0.276,-4.629999951124185e-06
0.277,-4.629999951124185e-06
0.278,-4.6399998235702306e-06
0.279,-4.609999610185577e-06
0.28,-4.629999951124185e-06
0.281,-4.629999951124185e-06
0.282,-4.619999482631622e-06
0.28300000000000003,-4.609999610185577e-06
0.284,-4.6399998235702306e-06
0.285,-4.619999482631622e-06
0.28600000000000003,-4.609999610185577e-06
0.287,-4.629999951124185e-06
0.28800000000000003,-4.629999951124185e-06
0.289,-4.599999737739531e-06
0.29,-4.619999482631622e-06
0.29100000000000004,-4.619999482631622e-06
0.292,-4.609999610185577e-06
0.293,-4.589999865293487e-06
0.294,-4.629999951124185e-06
0.295,-4.619999482631622e-06
0.29600000000000004,-4.599999737739531e-06
0.297,-4.609999610185577e-06
0.298,-4.609999610185577e-06
0.299,-4.579999992847442e-06
0.3,-3.7899999368190693e-06
0.299,-1.2999995112418547e-06
0.298,4.439998202323699e-07
0.297,1.5199996852874382e-06
0.29600000000000004,2.17999961137767e-06
0.295,2.649999576806972e-06
0.294,2.9699996674060423e-06
0.293,3.1699995005130174e-06
0.292,3.319999971389767e-06
0.29100000000000004,3.4599999737739528e-06
0.29,3.5399995493888317e-06
0.289,3.609999848604184e-06
0.28800000000000003,3.679999551773018e-06
0.287,3.7499998509883703e-06
0.28600000000000003,3.76999959588046e-06
0.285,3.829999426603249e-06
0.284,3.879999980926511e-06
0.28300000000000003,3.889999853372557e-06
0.282,3.929999939203254e-06
0.281,3.989999769926044e-06
0.28,3.999999642372089e-06
0.279,4.029999855756742e-06
0.278,4.049999600648833e-06
0.277,4.089999686479531e-06
0.276,4.089999686479531e-06
0.275,4.119999899864185e-06
0.274,4.159999985694884e-06
0.273,4.159999985694884e-06
0.272,4.179999730586973e-06
0.271,4.229999688863717e-06
0.27,4.229999688863717e-06
0.269,4.249999433755807e-06
0.268,4.279999647140461e-06
0.267,4.2999999880790695e-06
0.266,4.289999519586505e-06
0.265,4.319999732971159e-06
0.264,4.3499999463558134e-06
0.263,4.3499999463558134e-06
0.262,4.359999818801859e-06
0.261,4.3999999046325565e-06
0.26,4.3999999046325565e-06
0.259,4.3999999046325565e-06
0.258,4.4299995219706915e-06
0.257,4.4499998629093e-06
0.256,4.4499998629093e-06
0.255,4.469999607801391e-06
0.254,4.489999948739999e-06
0.253,4.489999948739999e-06
0.252,4.499999821186044e-06
0.251,4.539999907016743e-06
0.25,4.539999907016743e-06
0.249,4.539999907016743e-06
0.248,4.559999651908833e-06
0.247,4.589999865293487e-06
0.246,4.569999524354878e-06
0.245,4.589999865293487e-06
0.244,4.619999482631622e-06
0.243,4.619999482631622e-06
0.242,4.629999951124185e-06
0.241,4.65999956846232e-06
0.24,4.65999956846232e-06
0.239,4.65999956846232e-06
0.238,4.679999909400929e-06
0.237,4.699999654293019e-06
0.236,4.6899997818469744e-06
0.235,4.709999526739063e-06
0.234,4.729999867677673e-06
0.233,4.729999867677673e-06
0.232,4.729999867677673e-06
0.231,4.769999953508372e-06
0.23,4.769999953508372e-06
0.229,4.769999953508372e-06
